FID;GW_NUMMER;NAME;RECHTSWERT;HOCHWERT;GEMEINDE_K;AQUIFER_KZ;EINZUGSGEB;HYDROGEOLE;HYDROGEOL2;MESSNETZ1_;MESSNETZ2_;GEMEINDE;AQUIFER;EINZUGSGE2;HYDROGEOL3;MESSNETZ1;MESSNETZ2;RASTERVALU
890;154/464-2;SBR FA.MOECK ,TUEBINGEN;3505200,000000000000000;5375150,000000000000000;8416041,000000000000000;2,000000000000000;2381590000,000000000000000;27,000000000000000;170,000000000000000; ; ;TÜBINGEN, UNIVERSITÄTSSTADT;QUARTÄR TALFÜLLUNGEN;Neckar unterh. Steinlach oberh. Ammer;Unterkeuper und Gipskeuper (GWL);#800000000011; ;121
891;154/559-7;QS III KLEEAECKER, PREVORST;3528685,000000000000000;5435333,000000000000000;8118060,000000000000000;51,000000000000000;2383881000,000000000000000;25,000000000000000;14,000000000000000; ; ;OBERSTENFELD;HÖHERER KEUPER (KEUPERBERGLAND);Bottwar oberhalb von Kurzach;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;311
892;154/617-1;TB, EMERINGEN;3538220,000000000000000;5344600,000000000000000;8425035,000000000000000;32,000000000000000;1133930000,000000000000000;10,000000000000000;3,000000000000000; ; ;EMERINGEN;(TIEF) MALM (ALPENVORLAND);Donau unterh. Hasentalbach oberh. Marchbach;Oberjura (Schwäbische Fazies) (GWL);#800000000018; ;231
893;154/767-1;GWM 2, DIETENHEIM;3579130,000000000000000;5343450,000000000000000;8425028,000000000000000;5,000000000000000;1149400000,000000000000000;3,000000000000000;171,000000000000000; ; ;DIETENHEIM, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Giessen;Quartäre Kiese und Sande (GWL);#800000000012;#800000000001;211
894;154/814-6;B 4107 LW BISSINGEN;3591832,000000000000000;5374609,000000000000000;8425011,000000000000000;97,000000000000000;1159400000,000000000000000;0,000000000000000;0,000000000000000; ; ;ASSELFINGEN;NOCH NICHT BEARBEITET;Landesgrenzgraben; ; ;#800000000001;211
895;155/072-8;QSSCH III KANDERWASEN KLINIK;3405685,000000000000000;5294665,000000000000000;8336104,000000000000000;97,000000000000000;2332100000,000000000000000;50,000000000000000;18,000000000000000; ; ;MALSBURG-MARZELL;NOCH NICHT BEARBEITET;Kander oberhalb von Lippisbach;Paläozoikum, Kristallin (GWG);#800000000014; ;312
896;155/115-9;FB FA. BURDA, OFFENBURG;3421410,000000000000000;5370592,000000000000000;8317096,000000000000000;4,000000000000000;2347600000,000000000000000;3,000000000000000;8,000000000000000; ; ;OFFENBURG, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Offenburger Mühlbach;Quartäre Kiese und Sande (GWL);#800000000011; ;121
897;155/118-7;TB KURHAUS, FREIAMT;3418190,000000000000000;5338340,000000000000000;8316054,000000000000000;81,000000000000000;2338610000,000000000000000;40,000000000000000;149,000000000000000; ; ;FREIAMT;BUNTSANDSTEIN;Brettenbach oberhalb von Tennenbächle;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;231
898;155/211-7;GWM 3682, RASTATT;3442653,000000000000000;5415515,000000000000000;8216043,000000000000000;97,000000000000000;2369000000,000000000000000;3,000000000000000;8,000000000000000; ; ;RASTATT, STADT;NOCH NICHT BEARBEITET;Murg unterhalb von Oosbach;Quartäre Kiese und Sande (GWL); ;#800000000001;142
899;155/213-8;QF HEIDEK.+KAPPLERW.Q.,BUEHL;3440500,000000000000000;5390000,000000000000000;8216007,000000000000000;91,000000000000000;2357281100,000000000000000;50,000000000000000;18,000000000000000; ; ;BÜHL, STADT;KRISTALLIN (SCHWARZWALD);Sandbach oberhalb von Wiedenbach;Paläozoikum, Kristallin (GWG);#800000000014; ;312
900;155/260-9;GWM 3123 STW-KA, MOERSCH;3452191,000000000000000;5422476,000000000000000;8215108,000000000000000;4,000000000000000;2374760000,000000000000000;3,000000000000000;8,000000000000000; ; ;RHEINSTETTEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Malscher Landgraben;Quartäre Kiese und Sande (GWL);#800000000019;#800000000001;311
901;155/306-0;GWM ALTES WW, SCHWETZINGEN;3470240,000000000000000;5471640,000000000000000;8226084,000000000000000;4,000000000000000;2379490000,000000000000000;3,000000000000000;8,000000000000000; ; ;SCHWETZINGEN, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Leimbach unterhalb von Waldangelbach;Quartäre Kiese und Sande (GWL);#800000000013;#800000000001;211
902;155/308-0;GWM 4, FORST;3468750,000000000000000;5446390,000000000000000;8215021,000000000000000;97,000000000000000;2377800000,000000000000000;3,000000000000000;8,000000000000000; ; ;FORST;NOCH NICHT BEARBEITET;Kriegbach;Quartäre Kiese und Sande (GWL); ;#800000000001;112
903;155/464-8;SBR V FA. EGERIA, TUEBINGEN;3506610,000000000000000;5376650,000000000000000;8416041,000000000000000;2,000000000000000;2381710000,000000000000000;3,000000000000000;16,000000000000000; ; ;TÜBINGEN, UNIVERSITÄTSSTADT;QUARTÄR TALFÜLLUNGEN;Neckar unterh. Ammer oberh. Echaz;Quartäre Kiese und Sande (GWL);#800000000011; ;311
904;155/612-3;SBR III FA. ZINSER, EBERSB.;3540320,000000000000000;5397920,000000000000000;8117018,000000000000000;2,000000000000000;2382910000,000000000000000;3,000000000000000;16,000000000000000; ; ;EBERSBACH AN DER FILS, STADT;QUARTÄR TALFÜLLUNGEN;Fils unterh. Eyb oberh. Ebersbach;Quartäre Kiese und Sande (GWL);#800000000011; ;121
905;155/770-1;GWM 1 A/77, AITRACH;3581600,000000000000000;5312290,000000000000000;8436004,000000000000000;5,000000000000000;1145900000,000000000000000;3,000000000000000;171,000000000000000; ; ;AITRACH;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Iller unterh. Lautrach oberh. Aitrach;Quartäre Kiese und Sande (GWL);#800000000013;#800000000001;311
906;1553/512-5;GWM 106/2 MERCEDES BENZ, BAD CANNSTATT;3517195,000000000000000;5405776,000000000000000;8111000,000000000000000;2,000000000000000;2383390000,000000000000000;3,000000000000000;16,000000000000000; ; ;STUTTGART, LANDESHAUPTSTADT;QUARTÄR TALFÜLLUNGEN;Neckar unterh. Dürrbach oberh. Nesenbach;Quartäre Kiese und Sande (GWL);#800000000011; ;142
907;156/021-2;GWM P1 ZV WEILERTAL, MUELLH.;3395380,000000000000000;5298706,000000000000000;8315074,000000000000000;4,000000000000000;2335100000,000000000000000;3,000000000000000;8,000000000000000; ; ;MÜLLHEIM, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Klemmbach oberh. Sulzbach;Quartäre Kiese und Sande (GWL);#800000000011; ;211
908;156/114-1;GWM 966 B, ECKARTSWEIER;3415508,000000000000000;5377698,000000000000000;8317141,000000000000000;4,000000000000000;2348900000,000000000000000;3,000000000000000;8,000000000000000; ; ;WILLSTÄTT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Schutter unterhalb von Unditz;Quartäre Kiese und Sande (GWL); ;#800000000001;211
909;156/213-3;OF 1 BIS 4 WOLFERSBACHER,ALT;3439180,000000000000000;5394400,000000000000000;8216007,000000000000000;97,000000000000000;2357281500,000000000000000;50,000000000000000;18,000000000000000; ; ;BÜHL, STADT;NOCH NICHT BEARBEITET;Sandbach unterh. Hirschbach oberh. Liehenbach;Paläozoikum, Kristallin (GWG);#800000000014; ;312
910;156/309-0;GWM 8 STW BRUCHSAL,HELMSHEIM;3474640,000000000000000;5438775,000000000000000;8215009,000000000000000;72,000000000000000;2377450000,000000000000000;31,000000000000000;90,000000000000000; ; ;BRUCHSAL, STADT;MUSCHELKALK;Saalbach unterh. Neibsheimer Dorfbach oberh. Bruchbach;Oberer Muschelkalk (GWL);#800000000019; ;211
911;156/561-0;QF HAEGELESQU., RUDERSBERG;3536590,000000000000000;5414860,000000000000000;8119061,000000000000000;51,000000000000000;2383666000,000000000000000;25,000000000000000;14,000000000000000; ; ;RUDERSBERG;HÖHERER KEUPER (KEUPERBERGLAND);Lindenbächle;Mittelkeuper und Oberkeuper (GWL);#800000000014; ;311
912;156/668-3;BBR 21.1, BIBERACH;3560080,000000000000000;5332090,000000000000000;8426021,000000000000000;5,000000000000000;1136500000,000000000000000;4,000000000000000;8,000000000000000; ; ;BIBERACH AN DER RIß, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Riß unterh. Rotbach oberh. Assmannshardter Mühlbach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000013; ;311
913;156/771-8;GWM, AICHSTETTEN;3580840,000000000000000;5305710,000000000000000;8436003,000000000000000;5,000000000000000;1146900000,000000000000000;2,000000000000000;69,000000000000000; ; ;AICHSTETTEN;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Aitrach unterhalb von Eschach;Quartäre Becken- und Moränensedimente (GWG);#800000000012;#800000000001;211
914;157/068-9;GWM 3730, RIEGEL;3408765,000000000000000;5335000,000000000000000;8316037,000000000000000;4,000000000000000;2338910000,000000000000000;3,000000000000000;8,000000000000000; ; ;RIEGEL;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterh. Biederbach oberh. Bleichbach;Quartäre Kiese und Sande (GWL);#800000000019;#800000000001;231
915;157/162-8;GWM 3143 SCHWARZACH, RHEINMUENSTER;3428389,000000000000000;5400602,000000000000000;8216063,000000000000000;97,000000000000000;2357900000,000000000000000;3,000000000000000;8,000000000000000; ; ;RHEINMÜNSTER;NOCH NICHT BEARBEITET;Rhein unterh. Acher oberh. Sauer;Quartäre Kiese und Sande (GWL); ;#800000000001;211
916;157/164-5;QF BRUNNENTROEGLE, OTTENHOF.;3438230,000000000000000;5380700,000000000000000;8317102,000000000000000;91,000000000000000;2357240000,000000000000000;50,000000000000000;18,000000000000000; ; ;OTTENHÖFEN IM SCHWARZWALD;KRISTALLIN (SCHWARZWALD);Unterwasser;Paläozoikum, Kristallin (GWG);#800000000005; ;312
917;157/173-6;QF 2 KUHSTELLE, RICKENB.;3427700,000000000000000;5275725,000000000000000;8337090,000000000000000;91,000000000000000;2313150000,000000000000000;50,000000000000000;18,000000000000000; ; ;RICKENBACH;KRISTALLIN (SCHWARZWALD);Rhein unterh. Sulzerbach oberh. Hänner Wuhr;Paläozoikum, Kristallin (GWG);#800000000014; ;311
918;157/213-9;QF A,B,C PFLEGEANST. HUB, NE;3438800,000000000000000;5391140,000000000000000;8216007,000000000000000;91,000000000000000;2357270000,000000000000000;50,000000000000000;18,000000000000000; ; ;BÜHL, STADT;KRISTALLIN (SCHWARZWALD);Acher unterh. Fautenbach oberh. Sandbach;Paläozoikum, Kristallin (GWG);#800000000014; ;312
919;157/258-0;GWM FRIEDRICHSTAL, FRIEDRICHSTAL;3462420,000000000000000;5441460,000000000000000;8215109,000000000000000;4,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;STUTENSEE;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL);#800000000013; ;211
920;157/308-0;FORST T;3467400,000000000000000;5447900,000000000000000;8215009,000000000000000;97,000000000000000;2377800000,000000000000000;3,000000000000000;8,000000000000000; ; ;BRUCHSAL, STADT;NOCH NICHT BEARBEITET;Kriegbach;Quartäre Kiese und Sande (GWL);#800000000020;#800000000001;311
921;157/422-9;B 10 BOEHRINGEN;3495710,000000000000000;5290860,000000000000000;8335063,000000000000000;97,000000000000000;2171000000,000000000000000;7,000000000000000;111,000000000000000; ; ;RADOLFZELL AM BODENSEE, STADT;NOCH NICHT BEARBEITET;"Rhein unterh. *NN* oberh. Radolfzeller Aach;";Obere Meeresmolasse (GWL); ;#800000000001;211
922;157/508-2;BR SELMERSCHACHT;3513009,000000000000000;5450045,000000000000000;8121000,000000000000000;71,000000000000000;2385729000,000000000000000;3,000000000000000;16,000000000000000; ; ;HEILBRONN, STADT;LETTENKEUPER;Böllinger Bach unterhalb von Michelbach;Quartäre Kiese und Sande (GWL);#800000000014; ;211
923;157/514-5;QF HERRENL.+LACHENBR.+SBR ST;3522250,000000000000000;5383200,000000000000000;8116022,000000000000000;42,000000000000000;2381772000,000000000000000;17,000000000000000;76,000000000000000; ; ;GROßBETTLINGEN;LIAS UND DOGGER (ALBVORLAND);"Autmut;";Unterjura und Mitteljura (GWG);#800000000014; ;222
924;157/560-2;QF 1 SCHMALZBR., KIRCHBERG;3525205,000000000000000;5422320,000000000000000;8119038,000000000000000;71,000000000000000;2383871000,000000000000000;31,000000000000000;107,000000000000000; ; ;KIRCHBERG AN DER MURR;LETTENKEUPER;Murr unterh. Buchenbach oberh. Eichbach;Oberer Muschelkalk (GWL);#800000000005; ;112
925;157/770-0;3 A/77 AITRACH;3582410,000000000000000;5311070,000000000000000;8436004,000000000000000;97,000000000000000;1145900000,000000000000000;3,000000000000000;171,000000000000000; ; ;AITRACH;NOCH NICHT BEARBEITET;Iller unterh. Lautrach oberh. Aitrach;Quartäre Kiese und Sande (GWL); ;#800000000001;231
926;158/114-0;GWM 6, WILLSTAETT ECKARTSWEIER;3415105,000000000000000;5378365,000000000000000;8317141,000000000000000;4,000000000000000;2348900000,000000000000000;3,000000000000000;8,000000000000000; ; ;WILLSTÄTT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Schutter unterhalb von Unditz;Quartäre Kiese und Sande (GWL);#800000000019; ;211
927;158/122-0;TB NEU ZELLAEROSOL,ZELL I.W.;3413565,000000000000000;5285730,000000000000000;8336103,000000000000000;2,000000000000000;2325000000,000000000000000;50,000000000000000;18,000000000000000; ; ;ZELL IM WIESENTAL, STADT;QUARTÄR TALFÜLLUNGEN;Wiese unterh. Angenbach oberh. Kleine Wiese;Paläozoikum, Kristallin (GWG);#800000000011; ;112
928;158/123-3;QF 1 HOFMATT, WILLARINGEN;3422040,000000000000000;5274793,000000000000000;8337090,000000000000000;91,000000000000000;2313220000,000000000000000;50,000000000000000;18,000000000000000; ; ;RICKENBACH;KRISTALLIN (SCHWARZWALD);Seelbach;Paläozoikum, Kristallin (GWG);#800000000012; ;231
929;158/168-1;QF I SCHAENZLEQ., ROHRHARDS.;3435300,000000000000000;5332240,000000000000000;8326055,000000000000000;91,000000000000000;2338110000,000000000000000;50,000000000000000;18,000000000000000; ; ;SCHONACH IM SCHWARZWALD;KRISTALLIN (SCHWARZWALD);Elz oberhalb von Frischnaubach;Paläozoikum, Kristallin (GWG);#800000000014; ;312
930;158/308-4;FORST F;3467400,000000000000000;5447900,000000000000000;8215009,000000000000000;97,000000000000000;2377800000,000000000000000;3,000000000000000;8,000000000000000; ; ;BRUCHSAL, STADT;NOCH NICHT BEARBEITET;Kriegbach;Quartäre Kiese und Sande (GWL); ;#800000000001;311
931;158/559-9;SBR BAUHOF, SULZB. A.D. MURR;3536520,000000000000000;5429425,000000000000000;8119075,000000000000000;61,000000000000000;2383817000,000000000000000;27,000000000000000;127,000000000000000; ; ;SULZBACH AN DER MURR;GIPSKEUPER (FUß DES KEUPERBERGLANDES);Murr unterh. Haselbach oberh. Fischbach;Unterkeuper und Gipskeuper (GWL);#800000000013; ;112
932;158/667-1;GWM LINKS D. SCHMIECH,EHING.;3554350,000000000000000;5348825,000000000000000;8425033,000000000000000;5,000000000000000;1135390000,000000000000000;3,000000000000000;157,000000000000000; ; ;EHINGEN (DONAU), STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Donau unterh. Ehrlos oberh. Schmiech;Quartäre Kiese und Sande (GWL);#800000000013; ;242
933;158/669-0;BRUNNEN STEINHAUSEN;3551650,000000000000000;5321480,000000000000000;8426014,000000000000000;97,000000000000000;1136120000,000000000000000;3,000000000000000;157,000000000000000; ; ;BAD SCHUSSENRIED, STADT;NOCH NICHT BEARBEITET;Federbach;Quartäre Kiese und Sande (GWL);#800000000014;#800000000001;231
934;158/767-0;GWM 4, DIETENHEIM;3578740,000000000000000;5342510,000000000000000;8425028,000000000000000;5,000000000000000;1149400000,000000000000000;3,000000000000000;171,000000000000000; ; ;DIETENHEIM, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Giessen;Quartäre Kiese und Sande (GWL);#800000000012;#800000000001;211
935;159/066-7;GWM 6/86, SCHWANAU-ALLMANNSWEIER;3409768,000000000000000;5360525,000000000000000;8317150,000000000000000;4,000000000000000;2338990000,000000000000000;3,000000000000000;8,000000000000000; ; ;SCHWANAU;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Elz unterhalb von Durchgehender Altrheinzug;Quartäre Kiese und Sande (GWL);#800000000013;#800000000001;311
936;159/113-3;GWM 143 NBA FREISTETT;3422880,000000000000000;5395160,000000000000000;8317153,000000000000000;4,000000000000000;2353000000,000000000000000;3,000000000000000;8,000000000000000; ; ;RHEINAU, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Ill oberh. Rench;Quartäre Kiese und Sande (GWL); ;#800000000001;211
937;159/168-7;TB 8, GUTACH-RIEDERHOF;3428210,000000000000000;5330640,000000000000000;8316042,000000000000000;91,000000000000000;2338490000,000000000000000;50,000000000000000;18,000000000000000; ; ;SIMONSWALD;KRISTALLIN (SCHWARZWALD);Wilde Gutach unterhalb von Ettersbach;Paläozoikum, Kristallin (GWG);#800000000014; ;231
938;159/210-3;GWM 3683, STEINMAUERN;3440060,000000000000000;5418780,000000000000000;8216052,000000000000000;97,000000000000000;2371000000,000000000000000;3,000000000000000;8,000000000000000; ; ;STEINMAUERN;NOCH NICHT BEARBEITET;Rhein unterh. Murg oberh. Lauter;Quartäre Kiese und Sande (GWL); ;#800000000001;211
939;159/307-7;WAGHAEUSEL T;3465250,000000000000000;5457010,000000000000000;8215106,000000000000000;97,000000000000000;2377800000,000000000000000;3,000000000000000;8,000000000000000; ; ;WAGHÄUSEL, STADT;NOCH NICHT BEARBEITET;Kriegbach;Quartäre Kiese und Sande (GWL);#800000000020;#800000000001;313
940;159/308-9;GWM T, NEUTHARD;3464650,000000000000000;5444380,000000000000000;8215103,000000000000000;97,000000000000000;2376900000,000000000000000;3,000000000000000;8,000000000000000; ; ;KARLSDORF-NEUTHARD;NOCH NICHT BEARBEITET;Pfinz unterhalb von Bocksbach;Quartäre Kiese und Sande (GWL); ;#800000000001;211
941;159/621-6;BR MOCHENWANGEN, WOLPERTSWEN;3547295,000000000000000;5303721,000000000000000;8436087,000000000000000;97,000000000000000;2154510000,000000000000000;2,000000000000000;2,000000000000000; ; ;WOLPERTSWENDE;NOCH NICHT BEARBEITET;Schussen unterh. Durlesbach oberh. Krummbach;Quartäre Becken- und Moränensedimente (GWG);#800000000014; ;231
942;159/668-0;BBR 3, BIBERACH;3559520,000000000000000;5330930,000000000000000;8426021,000000000000000;5,000000000000000;1136500000,000000000000000;4,000000000000000;8,000000000000000; ; ;BIBERACH AN DER RIß, STADT;QUARTÄR EISZEITL.KIESE+SANDE (ALBSÜDRAND, ALPENV.);Riß unterh. Rotbach oberh. Assmannshardter Mühlbach;Quartäre Kiese und Sande unter Moränensedimenten (GWL);#800000000011; ;121
943;16/018-5;TB GEM., WYHL;3399470,000000000000000;5336495,000000000000000;8316051,000000000000000;4,000000000000000;2337910000,000000000000000;3,000000000000000;8,000000000000000; ; ;WYHL;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Grand Canal d_Alsace (Fessenheim) oberh. L;Quartäre Kiese und Sande (GWL);#800000000014; ;211
944;16/022-2;TB NEU, BAD BELLINGEN;3391320,000000000000000;5290360,000000000000000;8336006,000000000000000;4,000000000000000;2333300000,000000000000000;3,000000000000000;8,000000000000000; ; ;BAD BELLINGEN;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Rhein unterh. Hodbach oberh. Hohlebach;Quartäre Kiese und Sande (GWL);#800000000018; ;311
945;16/116-4;TB TEICH, STADT LAHR;3413990,000000000000000;5355960,000000000000000;8317065,000000000000000;4,000000000000000;2348800000,000000000000000;3,000000000000000;8,000000000000000; ; ;LAHR/ SCHWARZWALD, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Unditz;Quartäre Kiese und Sande (GWL);#800000000011; ;112
946;16/124-2;TB II GROSSFELD, SAECKINGEN;3423115,000000000000000;5269455,000000000000000;8337096,000000000000000;2,000000000000000;2313300000,000000000000000;3,000000000000000;243,000000000000000; ; ;BAD SÄCKINGEN, STADT;QUARTÄR TALFÜLLUNGEN;Rhein unterh. Hauensteiner Murg oberh. Sissle;Quartäre Kiese und Sande (GWL);#800000000018; ;231
947;16/260-5;GWM 21 WW DURLACHER WALD, KA;3458140,000000000000000;5428870,000000000000000;8212000,000000000000000;4,000000000000000;2374750000,000000000000000;3,000000000000000;8,000000000000000; ; ;KARLSRUHE, STADT;QUARTÄR EISZEITL.KIESE+SANDE (OBERRHEINGRABEN);Alb unterh. Krebsbächle oberh. Malscher Landgraben;Quartäre Kiese und Sande (GWL);#800000000013; ;311
948;16/262-9;QF 2 GROSSE WIESENQ., GERNSBACH;3461890,000000000000000;5401980,000000000000000;8216017,000000000000000;81,000000000000000;2384210000,000000000000000;45,000000000000000;40,000000000000000; ; ;GERNSBACH, STADT;BUNTSANDSTEIN;Eyach oberhalb von Dürreichbach;Unterer und Mittlerer Buntsandstein (GWL);#800000000010;#800000000002;313
949;16/267-0;TB GROETZEBWIESEN, DUNNINGEN;3460760,000000000000000;5341590,000000000000000;8325014,000000000000000;81,000000000000000;2381125000,000000000000000;40,000000000000000;93,000000000000000; ; ;DUNNINGEN;BUNTSANDSTEIN;Eschach unterh. Eberbach oberh. Fischbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;312
950;16/270-4;BBR NEUWIRTH, DONAUESCHINGEN;3462570,000000000000000;5311220,000000000000000;8326012,000000000000000;72,000000000000000;1111990000,000000000000000;3,000000000000000;175,000000000000000; ; ;DONAUESCHINGEN, STADT;MUSCHELKALK;Breg unterhalb von Kennerbach;Quartäre Kiese und Sande (GWL);#800000000011; ;112
951;16/309-9;QF WERRABRONNQ. WV, WEINGAR.;3464950,000000000000000;5432780,000000000000000;8215090,000000000000000;72,000000000000000;2375420000,000000000000000;31,000000000000000;87,000000000000000; ; ;WEINGARTEN (BADEN);MUSCHELKALK;Pfinzkorrektion;Oberer Muschelkalk (GWL);#800000000014; ;211
952;16/315-0;QF KATZENBACH, IHLINGEN;3474810,000000000000000;5366338,000000000000000;8237040,000000000000000;72,000000000000000;2381330000,000000000000000;3,000000000000000;16,000000000000000; ; ;HORB AM NECKAR, STADT;MUSCHELKALK;Neckar unterh. Diessenerbach oberh. Talbach;Quartäre Kiese und Sande (GWL);#800000000014; ;311
953;16/318-9;QF TEUFENQU., ZIMMERN-HORGEN;3465415,000000000000000;5334265,000000000000000;8325069,000000000000000;75,000000000000000;2381126900,000000000000000;40,000000000000000;93,000000000000000; ; ;ZIMMERN OB ROTTWEIL;(TIEF) MUSCHELKALK;Fischbach unterhalb von Teufenbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000005; ;312
954;16/321-3;TB IV, AULFINGEN;3475050,000000000000000;5306580,000000000000000;8327018,000000000000000;2,000000000000000;1113450000,000000000000000;10,000000000000000;3,000000000000000; ; ;GEISINGEN, STADT;QUARTÄR TALFÜLLUNGEN;Aitrach unterh. Breitentalbach oberh. Pfaffentalbach;Oberjura (Schwäbische Fazies) (GWL);#800000000014; ;211
955;16/360-5;TBR 01/13 FRIEDRICHSBERG, PF;3481140,000000000000000;5418516,000000000000000;8231000,000000000000000;81,000000000000000;2384510000,000000000000000;40,000000000000000;89,000000000000000; ; ;PFORZHEIM, STADT;BUNTSANDSTEIN;Enz unterh. Nagold oberh. Kirnbach;Oberer Buntsandstein bis Mittlerer Muschelkalk (GWG);#800000000014; ;311
